Year,Month,Day,Rank,Title,Principal,Collaborator,Peak_position,Weeks_in_chart
2014,12,06,12,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,44
2014,12,06,13,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,17
2014,12,06,14,Loco,Enrique Iglesias,Romeo Santos,1,65
2014,12,06,15,Promise,Romeo Santos,Usher,5,73
2014,12,06,16,Travesuras,Nicky Jam,,8,13
2014,12,06,17,Hips Don't Lie,Shakira,Wyclef Jean,1,86
2014,12,06,18,Libre Soy,Carmen Sarahi,,18,2
2014,12,06,19,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,50
2014,12,06,20,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,19,6
2014,12,06,21,La Buena y La Mala,Banda Tierra Sagrada,,17,25
2014,12,06,22,Soy de Rancho,El Komander,,14,24
2014,12,06,23,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,,22,8
2014,12,06,24,Damaso,Gerardo Ortiz,,6,85
2014,12,06,25,El Malo,Aventura,,23,7
2014,12,13,1,Bailando,Enrique Iglesias,Descemer Bueno,1,32
2014,12,13,1,Bailando,Enrique Iglesias,Gente de Zona,1,32
2014,12,13,2,Propuesta Indecente,Romeo Santos,,1,69
2014,12,13,3,Danza Kuduro,Don Omar,Lucenzo,1,87
2014,12,13,4,Darte Un Beso,Prince Royce,,1,72
2014,12,13,5,Odio,Romeo Santos,Drake,1,44
2014,12,13,6,Eres Mia,Romeo Santos,,2,38
2014,12,13,7,Ay Vamos,J Balvin,,7,8
2014,12,13,8,Limbo,Daddy Yankee,,7,74
2014,12,13,9,6 AM,J Balvin,Farruko,8,32
2014,12,13,10,Vivir Mi Vida,Marc Anthony,,3,83
2014,12,13,11,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,18
2014,12,13,12,Promise,Romeo Santos,Usher,5,74
2014,12,13,13,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,45
2014,12,13,14,Travesuras,Nicky Jam,,8,14
2014,12,13,15,Loco,Enrique Iglesias,Romeo Santos,1,66
2014,12,13,16,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,87
2014,12,13,17,Libre Soy,Carmen Sarahi,,17,3
2014,12,13,18,Hips Don't Lie,Shakira,Wyclef Jean,1,87
2014,12,13,19,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,51
2014,12,13,20,Soy de Rancho,El Komander,,14,25
2014,12,13,21,La Buena y La Mala,Banda Tierra Sagrada,,17,26
2014,12,13,22,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,19,7
2014,12,13,23,Incondicional,Prince Royce,,9,58
2014,12,13,24,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,,22,9
2014,12,13,25,Damaso,Gerardo Ortiz,,6,86
2014,12,20,1,Bailando,Enrique Iglesias,Descemer Bueno,1,33
2014,12,20,1,Bailando,Enrique Iglesias,Gente de Zona,1,33
2014,12,20,2,Propuesta Indecente,Romeo Santos,,1,70
2014,12,20,3,Danza Kuduro,Don Omar,Lucenzo,1,88
2014,12,20,4,Darte Un Beso,Prince Royce,,1,73
2014,12,20,5,Odio,Romeo Santos,Drake,1,45
2014,12,20,6,Ay Vamos,J Balvin,,6,9
2014,12,20,7,Eres Mia,Romeo Santos,,2,39
2014,12,20,8,Limbo,Daddy Yankee,,7,75
2014,12,20,9,6 AM,J Balvin,Farruko,8,33
2014,12,20,10,Promise,Romeo Santos,Usher,5,75
2014,12,20,11,Travesuras,Nicky Jam,,8,15
2014,12,20,12,Vivir Mi Vida,Marc Anthony,,3,84
2014,12,20,13,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,19
2014,12,20,14,Loco,Enrique Iglesias,Romeo Santos,1,67
2014,12,20,15,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,46
2014,12,20,16,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,88
2014,12,20,17,Hips Don't Lie,Shakira,Wyclef Jean,1,88
2014,12,20,18,Feliz Navidad,Jose Feliciano,,4,6
2014,12,20,19,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,52
2014,12,20,20,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,19,8
2014,12,20,21,La Buena y La Mala,Banda Tierra Sagrada,,17,27
2014,12,20,22,Libre Soy,Carmen Sarahi,,17,4
2014,12,20,23,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,,22,10
2014,12,20,24,Cancioncitas de Amor,Romeo Santos,,10,39
2014,12,20,25,Damaso,Gerardo Ortiz,,6,87
2014,12,27,1,Bailando,Enrique Iglesias,Descemer Bueno,1,34
2014,12,27,1,Bailando,Enrique Iglesias,Gente de Zona,1,34
2014,12,27,2,Propuesta Indecente,Romeo Santos,,1,71
2014,12,27,3,Danza Kuduro,Don Omar,Lucenzo,1,89
2014,12,27,4,Darte Un Beso,Prince Royce,,1,74
2014,12,27,5,Ay Vamos,J Balvin,,5,10
2014,12,27,6,Odio,Romeo Santos,Drake,1,46
2014,12,27,7,Limbo,Daddy Yankee,,7,76
2014,12,27,8,Feliz Navidad,Jose Feliciano,,4,7
2014,12,27,9,Eres Mia,Romeo Santos,,2,40
2014,12,27,10,6 AM,J Balvin,Farruko,8,34
2014,12,27,11,Vivir Mi Vida,Marc Anthony,,3,85
2014,12,27,12,Loco,Enrique Iglesias,Romeo Santos,1,68
2014,12,27,13,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,47
2014,12,27,14,Travesuras,Nicky Jam,,8,16
2014,12,27,15,Promise,Romeo Santos,Usher,5,76
2014,12,27,16,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,20
2014,12,27,17,Hips Don't Lie,Shakira,Wyclef Jean,1,89
2014,12,27,18,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,53
2014,12,27,19,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,89
2014,12,27,20,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,19,9
2014,12,27,21,La Buena y La Mala,Banda Tierra Sagrada,,17,28
2014,12,27,22,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,,22,11
2014,12,27,23,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,23,1
2014,12,27,24,Incondicional,Prince Royce,,9,59
2014,12,27,25,Libre Soy,Carmen Sarahi,,17,5
2015,01,03,1,Bailando,Enrique Iglesias,Descemer Bueno,1,35
2015,01,03,1,Bailando,Enrique Iglesias,Gente de Zona,1,35
2015,01,03,2,Propuesta Indecente,Romeo Santos,,1,72
2015,01,03,3,Feliz Navidad,Jose Feliciano,,3,8
2015,01,03,4,Odio,Romeo Santos,Drake,1,47
2015,01,03,5,Darte Un Beso,Prince Royce,,1,75
2015,01,03,6,Ay Vamos,J Balvin,,5,11
2015,01,03,7,Danza Kuduro,Don Omar,Lucenzo,1,90
2015,01,03,8,Travesuras,Nicky Jam,,8,17
2015,01,03,9,Limbo,Daddy Yankee,,7,77
2015,01,03,10,Eres Mia,Romeo Santos,,2,41
2015,01,03,11,6 AM,J Balvin,Farruko,8,35
2015,01,03,12,Promise,Romeo Santos,Usher,5,77
2015,01,03,13,Loco,Enrique Iglesias,Romeo Santos,1,69
2015,01,03,14,Mi Burrito Savanero,Coral Voces Blancas,,6,5
2015,01,03,15,Vivir Mi Vida,Marc Anthony,,3,86
2015,01,03,16,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,21
2015,01,03,17,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,48
2015,01,03,18,Hips Don't Lie,Shakira,Wyclef Jean,1,90
2015,01,03,19,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,54
2015,01,03,20,La Buena y La Mala,Banda Tierra Sagrada,,17,29
2015,01,03,21,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,19,10
2015,01,03,22,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,22,2
2015,01,03,23,Libre Soy,Carmen Sarahi,,17,6
2015,01,03,24,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,,22,12
2015,01,03,25,Cancioncitas de Amor,Romeo Santos,,10,40
2015,01,10,1,Bailando,Enrique Iglesias,Descemer Bueno,1,36
2015,01,10,1,Bailando,Enrique Iglesias,Gente de Zona,1,36
2015,01,10,2,Propuesta Indecente,Romeo Santos,,1,73
2015,01,10,3,Feliz Navidad,Jose Feliciano,,3,9
2015,01,10,4,Mi Burrito Savanero,Coral Voces Blancas,,4,6
2015,01,10,5,Darte Un Beso,Prince Royce,,1,76
2015,01,10,6,Ay Vamos,J Balvin,,5,12
2015,01,10,7,Odio,Romeo Santos,Drake,1,48
2015,01,10,8,Limbo,Daddy Yankee,,7,78
2015,01,10,9,Eres Mia,Romeo Santos,,2,42
2015,01,10,10,6 AM,J Balvin,Farruko,8,36
2015,01,10,11,Travesuras,Nicky Jam,,8,18
2015,01,10,12,Promise,Romeo Santos,Usher,5,78
2015,01,10,13,Vivir Mi Vida,Marc Anthony,,3,87
2015,01,10,14,Loco,Enrique Iglesias,Romeo Santos,1,70
2015,01,10,15,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,49
2015,01,10,16,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,22
2015,01,10,17,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,55
2015,01,10,18,La Buena y La Mala,Banda Tierra Sagrada,,17,30
2015,01,10,19,Hips Don't Lie,Shakira,Wyclef Jean,1,91
2015,01,10,20,Damaso,Gerardo Ortiz,,6,88
2015,01,10,21,Libre Soy,Carmen Sarahi,,17,7
2015,01,10,22,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,19,11
2015,01,10,23,Soy de Rancho,El Komander,,14,26
2015,01,10,24,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,,22,13
2015,01,10,25,El Malo,Aventura,,23,8
2015,01,17,1,Bailando,Enrique Iglesias,Descemer Bueno,1,37
2015,01,17,1,Bailando,Enrique Iglesias,Gente de Zona,1,37
2015,01,17,2,Propuesta Indecente,Romeo Santos,,1,74
2015,01,17,3,Darte Un Beso,Prince Royce,,1,77
2015,01,17,4,Ay Vamos,J Balvin,,4,13
2015,01,17,5,Odio,Romeo Santos,Drake,1,49
2015,01,17,6,6 AM,J Balvin,Farruko,6,37
2015,01,17,7,Eres Mia,Romeo Santos,,2,43
2015,01,17,8,Limbo,Daddy Yankee,,7,79
2015,01,17,9,Travesuras,Nicky Jam,,8,19
2015,01,17,10,Vivir Mi Vida,Marc Anthony,,3,88
2015,01,17,11,Promise,Romeo Santos,Usher,5,79
2015,01,17,12,Loco,Enrique Iglesias,Romeo Santos,1,71
2015,01,17,13,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,50
2015,01,17,14,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,23
2015,01,17,15,Hips Don't Lie,Shakira,Wyclef Jean,1,92
2015,01,17,16,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,56
2015,01,17,17,Libre Soy,Carmen Sarahi,,17,8
2015,01,17,18,La Buena y La Mala,Banda Tierra Sagrada,,17,31
2015,01,17,19,Incondicional,Prince Royce,,9,60
2015,01,17,20,Damaso,Gerardo Ortiz,,6,89
2015,01,17,21,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,,21,14
2015,01,17,22,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,19,12
2015,01,17,23,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,22,3
2015,01,17,24,Soy de Rancho,El Komander,,14,27
2015,01,17,25,Mi Ultimo Deseo,Banda Los Recoditos,,14,28
2015,01,24,1,Bailando,Enrique Iglesias,Descemer Bueno,1,38
2015,01,24,1,Bailando,Enrique Iglesias,Gente de Zona,1,38
2015,01,24,2,Propuesta Indecente,Romeo Santos,,1,75
2015,01,24,3,Ay Vamos,J Balvin,,3,14
2015,01,24,4,Darte Un Beso,Prince Royce,,1,78
2015,01,24,5,Odio,Romeo Santos,Drake,1,50
2015,01,24,6,6 AM,J Balvin,Farruko,6,38
2015,01,24,7,Limbo,Daddy Yankee,,7,80
2015,01,24,8,Travesuras,Nicky Jam,,8,20
2015,01,24,9,Eres Mia,Romeo Santos,,2,44
2015,01,24,10,Vivir Mi Vida,Marc Anthony,,3,89
2015,01,24,11,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,24
2015,01,24,12,Promise,Romeo Santos,Usher,5,80
2015,01,24,13,Hips Don't Lie,Shakira,Wyclef Jean,1,93
2015,01,24,14,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,51
2015,01,24,15,Loco,Enrique Iglesias,Romeo Santos,1,72
2015,01,24,16,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,16,4
2015,01,24,17,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,57
2015,01,24,18,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,18,13
2015,01,24,19,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,,19,15
2015,01,24,20,La Buena y La Mala,Banda Tierra Sagrada,,17,32
2015,01,24,21,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,90
2015,01,24,22,Damaso,Gerardo Ortiz,,6,90
2015,01,24,23,Libre Soy,Carmen Sarahi,,17,9
2015,01,24,24,Cancioncitas de Amor,Romeo Santos,,10,41
2015,01,24,25,Incondicional,Prince Royce,,9,61
2015,01,31,1,Bailando,Enrique Iglesias,Descemer Bueno,1,39
2015,01,31,1,Bailando,Enrique Iglesias,Gente de Zona,1,39
2015,01,31,2,Propuesta Indecente,Romeo Santos,,1,76
2015,01,31,3,Ay Vamos,J Balvin,,3,15
2015,01,31,4,Darte Un Beso,Prince Royce,,1,79
2015,01,31,5,Odio,Romeo Santos,Drake,1,51
2015,01,31,6,Eres Mia,Romeo Santos,,2,45
2015,01,31,7,Limbo,Daddy Yankee,,7,81
2015,01,31,8,6 AM,J Balvin,Farruko,6,39
2015,01,31,9,Travesuras,Nicky Jam,,8,21
2015,01,31,10,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,10,5
2015,01,31,11,Hips Don't Lie,Shakira,Wyclef Jean,1,94
2015,01,31,12,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,25
2015,01,31,13,Vivir Mi Vida,Marc Anthony,,3,90
2015,01,31,14,Promise,Romeo Santos,Usher,5,81
2015,01,31,15,Loco,Enrique Iglesias,Romeo Santos,1,73
2015,01,31,16,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,58
2015,01,31,17,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,52
2015,01,31,18,Cancioncitas de Amor,Romeo Santos,,10,42
2015,01,31,19,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,18,14
2015,01,31,20,La Buena y La Mala,Banda Tierra Sagrada,,17,33
2015,01,31,21,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,,19,16
2015,01,31,22,Danza Kuduro,Don Omar,Lucenzo,1,91
2015,01,31,23,Llevame Contigo,Romeo Santos,,7,5
2015,01,31,24,Mi Ultimo Deseo,Banda Los Recoditos,,14,29
2015,01,31,25,Damaso,Gerardo Ortiz,,6,91
2015,02,07,1,Bailando,Enrique Iglesias,Descemer Bueno,1,40
2015,02,07,1,Bailando,Enrique Iglesias,Gente de Zona,1,40
2015,02,07,2,Propuesta Indecente,Romeo Santos,,1,77
2015,02,07,3,Yo Tambien,Romeo Santos,Marc Anthony,3,2
2015,02,07,4,Darte Un Beso,Prince Royce,,1,80
2015,02,07,5,Ay Vamos,J Balvin,,3,16
2015,02,07,6,Odio,Romeo Santos,Drake,1,52
2015,02,07,7,Eres Mia,Romeo Santos,,2,46
2015,02,07,8,Limbo,Daddy Yankee,,7,82
2015,02,07,9,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,9,6
2015,02,07,10,6 AM,J Balvin,Farruko,6,40
2015,02,07,11,Travesuras,Nicky Jam,,8,22
2015,02,07,12,Hips Don't Lie,Shakira,Wyclef Jean,1,95
2015,02,07,13,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,59
2015,02,07,14,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,26
2015,02,07,15,Promise,Romeo Santos,Usher,5,82
2015,02,07,16,Loco,Enrique Iglesias,Romeo Santos,1,74
2015,02,07,17,Cancioncitas de Amor,Romeo Santos,,10,43
2015,02,07,18,Llevame Contigo,Romeo Santos,,7,6
2015,02,07,19,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,53
2015,02,07,20,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,10,26
2015,02,07,21,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,18,15
2015,02,07,22,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,,19,17
2015,02,07,23,La Buena y La Mala,Banda Tierra Sagrada,,17,34
2015,02,07,24,Soy de Rancho,El Komander,,14,28
2015,02,07,25,Mi Santa,Romeo Santos,Tomatito,25,1
2015,02,14,1,Bailando,Enrique Iglesias,Descemer Bueno,1,41
2015,02,14,1,Bailando,Enrique Iglesias,Gente de Zona,1,41
2015,02,14,2,Propuesta Indecente,Romeo Santos,,1,78
2015,02,14,3,Danza Kuduro,Don Omar,Lucenzo,1,92
2015,02,14,4,Yo Tambien,Romeo Santos,Marc Anthony,3,3
2015,02,14,5,Darte Un Beso,Prince Royce,,1,81
2015,02,14,6,Ay Vamos,J Balvin,,3,17
2015,02,14,7,Odio,Romeo Santos,Drake,1,53
2015,02,14,8,Eres Mia,Romeo Santos,,2,47
2015,02,14,9,Limbo,Daddy Yankee,,7,83
2015,02,14,10,6 AM,J Balvin,Farruko,6,41
2015,02,14,11,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,9,7
2015,02,14,12,Hips Don't Lie,Shakira,Wyclef Jean,1,96
2015,02,14,13,Promise,Romeo Santos,Usher,5,83
2015,02,14,14,Loco,Enrique Iglesias,Romeo Santos,1,75
2015,02,14,15,Travesuras,Nicky Jam,,8,23
2015,02,14,16,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,60
2015,02,14,17,Llevame Contigo,Romeo Santos,,7,7
2015,02,14,18,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,27
2015,02,14,19,Cancioncitas de Amor,Romeo Santos,,10,44
2015,02,14,20,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,54
2015,02,14,21,Mi Santa,Romeo Santos,Tomatito,21,2
2015,02,14,22,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,18,16
2015,02,14,23,Por Un Segundo,Aventura,,14,26
2015,02,14,24,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,10,27
2015,02,14,25,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,,19,18
2015,02,21,1,Bailando,Enrique Iglesias,Descemer Bueno,1,42
2015,02,21,1,Bailando,Enrique Iglesias,Gente de Zona,1,42
2015,02,21,2,Propuesta Indecente,Romeo Santos,,1,79
2015,02,21,3,Danza Kuduro,Don Omar,Lucenzo,1,93
2015,02,21,4,Ay Vamos,J Balvin,,3,18
2015,02,21,5,Darte Un Beso,Prince Royce,,1,82
2015,02,21,6,Odio,Romeo Santos,Drake,1,54
2015,02,21,7,Limbo,Daddy Yankee,,7,84
2015,02,21,8,Eres Mia,Romeo Santos,,2,48
2015,02,21,9,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,9,8
2015,02,21,10,6 AM,J Balvin,Farruko,6,42
2015,02,21,11,Hips Don't Lie,Shakira,Wyclef Jean,1,97
2015,02,21,12,Travesuras,Nicky Jam,,8,24
2015,02,21,13,Promise,Romeo Santos,Usher,5,84
2015,02,21,14,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,61
2015,02,21,15,Loco,Enrique Iglesias,Romeo Santos,1,76
2015,02,21,16,Cancioncitas de Amor,Romeo Santos,,10,45
2015,02,21,17,Yo Tambien,Romeo Santos,Marc Anthony,3,4
2015,02,21,18,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,28
2015,02,21,19,Llevame Contigo,Romeo Santos,,7,8
2015,02,21,20,Por Un Segundo,Aventura,,14,27
2015,02,21,21,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,55
2015,02,21,22,Y Asi Fue,Julion Alvarez y Su Norteno Banda,,18,17
2015,02,21,23,Mi Santa,Romeo Santos,Tomatito,21,3
2015,02,21,24,La Buena y La Mala,Banda Tierra Sagrada,,17,35
2015,02,21,25,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,10,28
2015,02,28,1,Bailando,Enrique Iglesias,Descemer Bueno,1,43
2015,02,28,1,Bailando,Enrique Iglesias,Gente de Zona,1,43
2015,02,28,2,Propuesta Indecente,Romeo Santos,,1,80
2015,02,28,3,Danza Kuduro,Don Omar,Lucenzo,1,94
2015,02,28,4,Darte Un Beso,Prince Royce,,1,83
2015,02,28,5,Odio,Romeo Santos,Drake,1,55
2015,02,28,6,Ay Vamos,J Balvin,,3,19
2015,02,28,7,Eres Mia,Romeo Santos,,2,49
2015,02,28,8,Limbo,Daddy Yankee,,7,85
2015,02,28,9,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,9,9
2015,02,28,10,6 AM,J Balvin,Farruko,6,43
2015,02,28,11,Cancioncitas de Amor,Romeo Santos,,10,46
2015,02,28,12,Promise,Romeo Santos,Usher,5,85
2015,02,28,13,Travesuras,Nicky Jam,,8,25
2015,02,28,14,Hips Don't Lie,Shakira,Wyclef Jean,1,98
2015,02,28,15,Loco,Enrique Iglesias,Romeo Santos,1,77
2015,02,28,16,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,62
2015,02,28,17,Llevame Contigo,Romeo Santos,,7,9
2015,02,28,18,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,29
2015,02,28,19,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,56
2015,02,28,20,Mi Santa,Romeo Santos,Tomatito,20,4
2015,02,28,21,Por Un Segundo,Aventura,,14,28
2015,02,28,22,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,91
2015,02,28,23,Yo Tambien,Romeo Santos,Marc Anthony,3,5
2015,02,28,24,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,10,29
2015,02,28,25,Soy de Rancho,El Komander,,14,29
2015,03,07,1,Bailando,Enrique Iglesias,Descemer Bueno,1,44
2015,03,07,1,Bailando,Enrique Iglesias,Gente de Zona,1,44
2015,03,07,2,Propuesta Indecente,Romeo Santos,,1,81
2015,03,07,3,Danza Kuduro,Don Omar,Lucenzo,1,95
2015,03,07,4,Ay Vamos,J Balvin,,3,20
2015,03,07,5,Odio,Romeo Santos,Drake,1,56
2015,03,07,6,Darte Un Beso,Prince Royce,,1,84
2015,03,07,7,Eres Mia,Romeo Santos,,2,50
2015,03,07,8,Limbo,Daddy Yankee,,7,86
2015,03,07,9,6 AM,J Balvin,Farruko,6,44
2015,03,07,10,Promise,Romeo Santos,Usher,5,86
2015,03,07,11,Llevame Contigo,Romeo Santos,,7,10
2015,03,07,12,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,9,10
2015,03,07,13,Cancioncitas de Amor,Romeo Santos,,10,47
2015,03,07,14,Hips Don't Lie,Shakira,Wyclef Jean,1,99
2015,03,07,15,Loco,Enrique Iglesias,Romeo Santos,1,78
2015,03,07,16,Mi Santa,Romeo Santos,Tomatito,16,5
2015,03,07,17,Travesuras,Nicky Jam,,8,26
2015,03,07,18,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,63
2015,03,07,19,Yo Tambien,Romeo Santos,Marc Anthony,3,6
2015,03,07,20,Por Un Segundo,Aventura,,14,29
2015,03,07,21,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,92
2015,03,07,22,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,,11,30
2015,03,07,23,La Diabla,Romeo Santos,,11,4
2015,03,07,24,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,10,30
2015,03,07,25,El Perdedor,Enrique Iglesias,Marco Antonio Solis,1,57
2015,03,14,1,Bailando,Enrique Iglesias,Descemer Bueno,1,45
2015,03,14,1,Bailando,Enrique Iglesias,Gente de Zona,1,45
2015,03,14,2,El Karma,Ariel Camacho y Los Plebes del Rancho,,2,1
2015,03,14,3,Propuesta Indecente,Romeo Santos,,1,82
2015,03,14,4,Danza Kuduro,Don Omar,Lucenzo,1,96
2015,03,14,5,Ay Vamos,J Balvin,,3,21
2015,03,14,6,Odio,Romeo Santos,Drake,1,57
2015,03,14,7,Eres Mia,Romeo Santos,,2,51
2015,03,14,8,Darte Un Beso,Prince Royce,,1,85
2015,03,14,9,Llevame Contigo,Romeo Santos,,7,11
2015,03,14,10,Promise,Romeo Santos,Usher,5,87
2015,03,14,11,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,9,11
2015,03,14,12,Limbo,Daddy Yankee,,7,87
2015,03,14,13,6 AM,J Balvin,Farruko,6,45
2015,03,14,14,Hips Don't Lie,Shakira,Wyclef Jean,1,100
2015,03,14,15,Travesuras,Nicky Jam,,8,27
2015,03,14,16,Mi Santa,Romeo Santos,Tomatito,16,6
2015,03,14,17,Cancioncitas de Amor,Romeo Santos,,10,48
2015,03,14,18,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,93
2015,03,14,19,Por Un Segundo,Aventura,,14,30
2015,03,14,20,Loco,Enrique Iglesias,Romeo Santos,1,79
2015,03,14,21,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,,10,64
2015,03,14,22,Yo Tambien,Romeo Santos,Marc Anthony,3,7
2015,03,14,23,El Perdon,Nicky Jam,Enrique Iglesias,23,1
2015,03,14,24,La Diabla,Romeo Santos,,11,5
2015,03,14,25,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,10,31
2015,03,21,1,Bailando,Enrique Iglesias,Descemer Bueno,1,46
2015,03,21,1,Bailando,Enrique Iglesias,Gente de Zona,1,46
2015,03,21,2,Propuesta Indecente,Romeo Santos,,1,83
2015,03,21,3,Danza Kuduro,Don Omar,Lucenzo,1,97
2015,03,21,4,Ay Vamos,J Balvin,,3,22
2015,03,21,5,Odio,Romeo Santos,Drake,1,58
2015,03,21,6,El Perdon,Nicky Jam,Enrique Iglesias,6,2
2015,03,21,7,Eres Mia,Romeo Santos,,2,52
2015,03,21,8,Limbo,Daddy Yankee,,7,88
2015,03,21,9,Darte Un Beso,Prince Royce,,1,86
2015,03,21,10,El Karma,Ariel Camacho y Los Plebes del Rancho,,2,2
2015,03,21,11,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,,9,12
2015,03,21,12,6 AM,J Balvin,Farruko,6,46
2015,03,21,13,Travesuras,Nicky Jam,,8,28
2015,03,21,14,Hips Don't Lie,Shakira,Wyclef Jean,1,101
2015,03,21,15,Promise,Romeo Santos,Usher,5,88
2015,03,21,16,Llevame Contigo,Romeo Santos,,7,12
2015,03,21,17,Cancioncitas de Amor,Romeo Santos,,10,49
2015,03,21,18,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,94
2015,03,21,19,Loco,Enrique Iglesias,Romeo Santos,1,80
